	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
173	1143	CHRNB4		cholinergic receptor nicotinic beta 4 subunit	neuronal acetylcholine receptor subunit beta-4|acetylcholine receptor, nicotinic, beta 4 (neuronal)|cholinergic receptor, nicotinic, beta 4 (neuronal)|cholinergic receptor, nicotinic, beta polypeptide 4|neuronal nicotinic receptor beta 4 subunit	RNAP	118509	P30926	498.0
174	1147	CHUK	BPS2, IKBKA, IKK-1, IKK-alpha, IKK1, IKKA, NFKBIKA, TCF16	component of inhibitor of nuclear factor kappa B kinase complex	inhibitor of nuclear factor kappa-B kinase subunit alpha|I-kappa-B kinase 1|I-kappa-B kinase-alpha|IKK-a kinase|IkB kinase alpha subunit|Nuclear factor NFkappaB inhibitor kinase alpha|conserved helix-loop-helix ubiquitous kinase|transcription factor 16	RNAP	600664	O15111	745.0
175	1161	ERCC8	CKN1, CSA, UVSS2	ERCC excision repair 8 (CSA), CSA ubiquitin ligase complex subunit	TCR	NER		Q13216	396.0
176	1181	CLCN2	CIC-2, CLC2, ECA2, ECA3, EGI11, EGI3, EGMA, EJM6, EJM8, FHA2, FHII, HALD2, LKPAT, clC-2	chloride voltage-gated channel 2	chloride channel protein 2|chloride channel 2|chloride channel, voltage-sensitive 2	RNAP	600570	P51788	898.0
177	1191	CLU	AAG4, APO-J, APOJ, CLI1, CLU2, KUB1, NA1/NA2, SGP-2, SGP2, SP-40, TRPM-2, TRPM2, CLU	clusterin	clusterin|aging-associated protein 4|apolipoprotein J|complement cytolysis inhibitor|complement lysis inhibitor|complement-associated protein SP-40,40|epididymis secretory sperm binding protein|ku70-binding protein 1|sulfated glycoprotein 2|testosterone-repressed prostate message 2	RNAP	185430	P10909	449.0
178	1215	CMA1	CYH, MCT1, chymase	chymase 1	chymase|alpha-chymase|chymase 1 preproprotein transcript E|chymase 1 preproprotein transcript I|chymase 1, mast cell|chymase, heart|chymase, mast cell|mast cell protease I	RNAP	118938	P23946	247.0
179	1230	CCR1	CD191, CKR-1, CKR1, CMKBR1, HM145, MIP1aR, SCYAR1	C-C motif chemokine receptor 1	C-C chemokine receptor type 1|C-C CKR-1|CC-CKR-1|CCR-1|LD78 receptor|MIP-1alpha-R|RANTES receptor|RANTES-R|chemokine (C-C motif) receptor 1|macrophage inflammatory protein 1-alpha receptor	RNAP	601159	P32246	355.0
180	1232	CCR3	C C CKR3, CC-CKR-3, CD193, CKR 3, CKR3, CMKBR3	C-C motif chemokine receptor 3	C-C chemokine receptor type 3|C-C CKR-3|CC chemokine receptor 3|CCR-3|b-chemokine receptor|chemokine (C-C motif) receptor 3|eosinophil CC chemokine receptor 3|eosinophil eotaxin receptor	RNAP	601268	P51677	355.0
181	1236	CCR7	BLR2, CC-CKR-7, CCR-7, CD197, CDw197, CMKBR7, EBI1	C-C motif chemokine receptor 7	C-C chemokine receptor type 7|Bukitt's lymphoma receptor 2|CC chemokine receptor 7|EBV-induced G protein-coupled receptor 1|Epstein-Barr virus induced gene 1|Epstein-Barr virus-induced G-protein coupled receptor 1|MIP-3 beta receptor|chemokine (C-C motif) receptor 7|lymphocyte-specific G protein-coupled peptide receptor	RNAP	600242	P32248	378.0
182	1240	CMKLR1	CHEMERINR, ChemR23, DEZ, ERV1, RVER1	chemerin chemokine-like receptor 1	chemerin-like receptor 1|G-protein coupled receptor ChemR23|G-protein coupled receptor DEZ|chemerin receptor|chemokine receptor-like 1|chemokine-like receptor 1|orphan G-protein coupled receptor, Dez|resolvin E1 receptor	RNAP	602351	Q99788	373.0
183	1268	CNR1	CANN6, CB-R, CB1, CB1A, CB1K5, CB1R, CNR	cannabinoid receptor 1	cannabinoid receptor 1|cannabinoid receptor 1 (brain)|central cannabinoid receptor	RNAP	114610	P21554	472.0
184	1277	COL1A1	CAFYD, EDSARTH1, EDSC, OI1, OI2, OI3, OI4	collagen type I alpha 1 chain	collagen alpha-1(I) chain|alpha-1 type I collagen|alpha1(I) procollagen|collagen alpha 1 chain type I|collagen alpha-1(I) chain preproprotein|collagen of skin, tendon and bone, alpha-1 chain|collagen, type I, alpha 1|pro-alpha-1 collagen type 1|type I proalpha 1|type I procollagen alpha 1 chain	RNAP	120150	P02452	1464.0
185	1326	MAP3K8	AURA2, COT, EST, ESTF, MEKK8, TPL2, Tpl-2, c-COT	mitogen-activated protein kinase kinase kinase 8	mitogen-activated protein kinase kinase kinase 8|Ewing sarcoma transformant|augmented in rheumatoid arthritis 2|cot (cancer Osaka thyroid) oncogene|proto-oncogene c-Cot|proto-oncogene serine/threoine protein kinase|tumor progression locus 2	RNAP	191195	P41279	467.0
186	1361	CPB2	CPU, PCPB, TAFI	carboxypeptidase B2	carboxypeptidase B2|carboxypeptidase B-like protein|carboxypeptidase B2 (plasma)|carboxypeptidase B2 (plasma, carboxypeptidase U)|carboxypeptidase R|thrombin-activable fibrinolysis inhibitor|thrombin-activatable fibrinolysis inhibitor	RNAP	603101	Q96IY4	423.0
187	1376	CPT2	CPT1, CPTASE, IIAE4	carnitine palmitoyltransferase 2	carnitine O-palmitoyltransferase 2, mitochondrial|CPT II|carnitine palmitoyltransferase II|testicular secretory protein Li 13	RNAP	600650	P23786	658.0
188	1378	CR1	C3BR, C4BR, CD35, KN	complement C3b/C4b receptor 1 (Knops blood group)	complement receptor type 1|C3-binding protein|C3b/C4b receptor|CD35 antigen|Knops blood group antigen|complement component (3b/4b) receptor 1 (Knops blood group)|complement receptor 1	RNAP	120620	P17927	2039.0
189	1382	CRABP2	CRABP-II, RBP6	cellular retinoic acid binding protein 2	cellular retinoic acid-binding protein 2|cellular retinoic acid-binding protein II	RNAP	180231	P29373	138.0
190	1385	CREB1	CREB, CREB-1	cAMP responsive element binding protein 1	cyclic AMP-responsive element-binding protein 1|active transcription factor CREB|cAMP-response element-binding protein-1|cyclic adenosine 3',5'-monophosphate response element binding protein|cyclic adenosine 3',5'-monophosphate response element-binding protein CREB|transactivator protein	RNAP	123810	P16220	327.0
191	1386	ATF2	CRE-BP1, CREB-2, CREB2, HB16, TREB7	activating transcription factor 2	cyclic AMP-dependent transcription factor ATF-2|cAMP response element-binding protein CRE-BP1|cAMP responsive element binding protein 2, formerly|cAMP-dependent transcription factor ATF-2|cyclic AMP-responsive element-binding protein 2|histone acetyltransferase ATF2	RNAP	123811	P15336	505.0
192	1392	CRH	CRF1, CRH	corticotropin releasing hormone	corticoliberin|corticotropin-releasing factor	RNAP	122560	P06850	196.0
193	1404	HAPLN1	CRT1, CRTL1	hyaluronan and proteoglycan link protein 1	hyaluronan and proteoglycan link protein 1|Cartilage link protein|cartilage-link protein|cartilage-linking protein 1|proteoglycan link protein	RNAP	115435	P10915	354.0
194	1432	MAPK14	CSBP, CSBP1, CSBP2, CSPB1, EXIP, Mxi2, PRKM14, PRKM15, RK, SAPK2A, p38, p38ALPHA	mitogen-activated protein kinase 14	mitogen-activated protein kinase 14|CSAID-binding protein|MAP kinase 14|MAP kinase Mxi2|MAP kinase p38 alpha|MAX-interacting protein 2|cytokine suppressive anti-inflammatory drug binding protein|mitogen-activated protein kinase p38 alpha|p38 MAP kinase|p38 mitogen activated protein kinase|p38alpha Exip|stress-activated protein kinase 2A	RNAP	600289	Q16539	360.0
195	1435	CSF1	CSF-1, MCSF, PG-M-CSF	colony stimulating factor 1	macrophage colony-stimulating factor 1|CSF1-hERV-LTR71B fusion protein|colony stimulating factor 1 (macrophage)|lanimostim|macrophage colony stimulating factor 1|proteoglycan macrophage colony-stimulating factor	RNAP	120420	P09603	554.0
196	1436	CSF1R	BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R	colony stimulating factor 1 receptor	macrophage colony-stimulating factor 1 receptor|CD115 antigen|CSF-1 receptor|FMS proto-oncogene|McDonough feline sarcoma viral (v-fms) oncogene homolog|macrophage colony stimulating factor I receptor|proto-oncogene c-Fms	RNAP	164770	P07333	972.0
197	1437	CSF2	CSF, GMCSF	colony stimulating factor 2	granulocyte-macrophage colony-stimulating factor|colony stimulating factor 2 (granulocyte-macrophage)|granulocyte macrophage-colony stimulating factor|molgramostim|molgramostin|sargramostim	RNAP	138960	P04141	144.0
198	1445	CSK		C-terminal Src kinase	tyrosine-protein kinase CSK|C-Src kinase|CSK, non-receptor tyrosine kinase|c-src tyrosine kinase|protein-tyrosine kinase CYL	RNAP	124095	P41240	450.0
199	1462	VCAN	CSPG2, ERVR, GHAP, PG-M, WGN, WGN1	versican	versican core protein|chondroitin sulfate proteoglycan core protein 2|glial hyaluronate-binding protein|large fibroblast proteoglycan|versican proteoglycan	RNAP	118661	P13611	3396.0
200	1463	NCAN	CSPG3	neurocan	neurocan core protein|chondroitin sulfate proteoglycan 3 (neurocan)|neurocan proteoglycan	RNAP	600826	O14594	1321.0
201	1482	NKX2-5	CHNG5, CSX, CSX1, HLHS2, NKX2.5, NKX2E, NKX4-1, VSD3	NK2 homeobox 5	homeobox protein Nkx-2.5|NK2 transcription factor related, locus 5|NKX 2-5|cardiac-specific homeobox 1|homeobox protein CSX|homeobox protein NK-2 homolog E|homeobox protein NKX 2-5|tinman homolog|tinman paralog	RNAP	600584	P52952	324.0
202	1499	CTNNB1	CTNNB, EVR7, MRD19, NEDSDV, armadillo	catenin beta 1	catenin beta-1|catenin (cadherin-associated protein), beta 1, 88kDa	RNAP	116806	P35222	781.0
203	1512	CTSH	ACC-4, ACC-5, ACC4, ACC5, CPSB	cathepsin H	pro-cathepsin H|N-benzoylarginine-beta-naphthylamide hydrolase|aleurain|cathepsin B3|cathepsin BA	RNAP	116820	P09668	335.0
204	1523	CUX1	CASP, CDP, CDP/Cut, CDP1, COY1, CUTL1, CUX, Clox, Cux/CDP, GDDI, GOLIM6, Nbla10317, p100, p110, p200, p75	cut like homeobox 1	protein CASP|Homeobox protein cut-like 1|CCAAT displacement protein|CDP/Cux p200|CUX1 gene Alternatively Spliced Product|cut homolog|golgi integral membrane protein 6|homeobox protein cux-1|mutant CUX1|putative protein product of Nbla10317	RNAP	116896	Q13948	678.0
205	1524	CX3CR1	CCRL1, CMKBRL1, CMKDR1, GPR13, GPRV28, V28	C-X3-C motif chemokine receptor 1	CX3C chemokine receptor 1|C-X3-C CKR-1|CMK-BRL-1|CMK-BRL1|G-protein coupled receptor 13|beta chemokine receptor-like 1|chemokine (C-C) receptor-like 1|chemokine (C-X3-C motif) receptor 1|chemokine (C-X3-C) receptor 1|fractalkine receptor	RNAP	601470	P49238	355.0
206	1535	CYBA	CGD4, p22-PHOX	cytochrome b-245 alpha chain	cytochrome b-245 light chain|cytochrome b light chain|cytochrome b(558) alpha chain|cytochrome b(558) alpha-subunit|cytochrome b, alpha polypeptide|cytochrome b-245, alpha polypeptide|cytochrome b558 subunit alpha|flavocytochrome b-558 alpha polypeptide|neutrophil cytochrome b 22 kDa polypeptide|p22 phagocyte B-cytochrome|p22phox|superoxide-generating NADPH oxidase light chain subunit	RNAP	608508	P13498	195.0
207	1536	CYBB	AMCBX2, CGD, CGDX, GP91-1, GP91-PHOX, GP91PHOX, IMD34, NOX2, p91-PHOX	cytochrome b-245 beta chain	cytochrome b-245 heavy chain|CGD91-phox|NADPH oxidase 2|cytochrome b(558) subunit beta|cytochrome b-245 beta polypeptide|cytochrome b558 subunit beta|heme-binding membrane glycoprotein gp91phox|neutrophil cytochrome b 91 kDa polypeptide|p22 phagocyte B-cytochrome|superoxide-generating NADPH oxidase heavy chain subunit	RNAP	300481	P04839	570.0
208	1545	CYP1B1	ASGD6, CP1B, CYPIB1, GLC3A, P4501B1	cytochrome P450 family 1 subfamily B member 1	cytochrome P450 1B1|aryl hydrocarbon hydroxylase|cytochrome P450, family 1, subfamily B, polypeptide 1|cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)|dioxin-inducible cytochrome p450|flavoprotein-linked monooxygenase|hydroperoxy icosatetraenoate dehydratase|microsomal monooxygenase|xenobiotic monooxygenase	RNAP	601771	Q16678	543.0
209	1582	CYP8B1	CP8B, CYP12	cytochrome P450 family 8 subfamily B member 1	7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase|7 alpha-hydroxy-4-cholesten-3-one 12-alpha-hydroxylase|CYPVIIIB1|cytochrome P450 8B1|cytochrome P450, family 8, subfamily B, polypeptide 1|cytochrome P450, subfamily VIIIB (sterol 12-alpha-hydroxylase), polypeptide 1|sterol 12-alpha-hydroxylase	RNAP	602172	Q9UNU6	501.0
210	1588	CYP19A1	ARO, ARO1, CPV1, CYAR, CYP19, CYPXIX, P-450AROM	cytochrome P450 family 19 subfamily A member 1	aromatase|cytochrome P-450AROM|cytochrome P450 19A1|cytochrome P450, family 19, subfamily A, polypeptide 1|cytochrome P450, subfamily XIX (aromatization of androgens)|estrogen synthase|estrogen synthetase|flavoprotein-linked monooxygenase|microsomal monooxygenase	RNAP	107910	P11511	503.0
211	1594	CYP27B1	CP2B, CYP1, CYP1alpha, CYP27B, P450c1, PDDR, VDD1, VDDR, VDDRI, VDR	cytochrome P450 family 27 subfamily B member 1	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial|1alpha(OH)ase|25 hydroxyvitamin D3-1-alpha hydroxylase|25-OHD-1 alpha-hydroxylase|VD3 1A hydroxylase|calcidiol 1-monooxygenase|cytochrome P450 subfamily XXVIIB polypeptide 1|cytochrome P450, family 27, subfamily B, polypeptide 1|cytochrome P450C1 alpha|cytochrome P450VD1-alpha|cytochrome p450 27B1	RNAP	609506	O15528	508.0
212	1601	DAB2	DOC-2, DOC2	DAB adaptor protein 2	disabled homolog 2|DAB2, clathrin adaptor protein|Dab, mitogen-responsive phosphoprotein, homolog 2|adaptor molecule disabled-2|differentially expressed in ovarian carcinoma 2|differentially-expressed protein 2|disabled homolog 2, mitogen-responsive phosphoprotein	RNAP	601236	P98082	770.0
213	1604	CD55	CHAPLE, CR, CROM, DAF, TC	CD55 molecule (Cromer blood group)	complement decay-accelerating factor|CD55 antigen|CD55 molecule, decay accelerating factor for complement (Cromer blood group)|Cromer blood group antigen|Rh blood group D antigen	RNAP	125240	P08174	381.0
214	1605	DAG1	156DAG, A3a, AGRNR, DAG, LGMDR16, MDDGA9, MDDGC7, MDDGC9	dystroglycan 1	dystroglycan 1|dystroglycan 1 (dystrophin-associated glycoprotein 1)	RNAP	128239	Q14118	895.0
215	1621	DBH	DBM, ORTHYP1	dopamine beta-hydroxylase	dopamine beta-hydroxylase|dopamine beta-hydroxylase (dopamine beta-monooxygenase)	RNAP	609312	P09172	617.0
216	1627	DBN1	D0S117E	drebrin 1	drebrin|developmentally-regulated brain protein|drebrin A|drebrin E|drebrin E2	RNAP	126660	Q16643	649.0
217	1636	ACE	ACE1, CD143, DCP, DCP1	angiotensin I converting enzyme	angiotensin-converting enzyme|CD143 antigen|angiotensin I converting enzyme (peptidyl-dipeptidase A) 1|carboxycathepsin|dipeptidyl carboxypeptidase 1|dipeptidyl carboxypeptidase I|kininase II|peptidase P	RNAP	106180	P12821	1306.0
218	1638	DCT	OCA8, TRP-2, TYRP2	dopachrome tautomerase	L-dopachrome tautomerase|DT|L-dopachrome Delta-isomerase|L-dopachrome isomerase|TRP2|dopachrome delta-isomerase|dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)|tyrosinase related protein-2|tyrosine-related protein 2	RNAP	191275	P40126	519.0
219	1642	DDB1	DDBA, UV-DDB1, WHIKERS, XAP1, XPCE, XPE, XPE-BF	damage specific DNA binding protein 1	GG, TCR	NER		Q16531	1140.0
220	1643	DDB2	XPE; DDBB; UV-DDB2	damage specific DNA binding protein 2	GG	NER		Q92466	427.0
221	1649	DDIT3	AltDDIT3, C/EBPzeta, CEBPZ, CHOP, CHOP-10, CHOP10, GADD153	DNA damage inducible transcript 3	DNA damage-inducible transcript 3 protein|C/EBP zeta|CCAAT/enhancer-binding protein homologous protein|alternative DDIT3 protein|c/EBP-homologous protein 10|growth arrest and DNA damage-inducible protein GADD153	RNAP	126337	P35638	169.0
222	1652	DDT	D-DT, DDCT, MIF-2, MIF2	D-dopachrome tautomerase	D-dopachrome decarboxylase|phenylpyruvate tautomerase II	RNAP	602750	P30046	118.0
223	1653	DDX1	DBP-RB, UKVH5d	DEAD-box helicase 1	ATP-dependent RNA helicase DDX1|DEAD (Asp-Glu-Ala-Asp) box helicase 1|DEAD (Asp-Glu-Ala-Asp) box polypeptide 1|DEAD box polypeptide 1|DEAD box protein 1|DEAD box protein retinoblastoma|DEAD box-1|DEAD-box RNA helicase DDX1|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 1|DEAD/H-box helicase 1	RNAP	601257	Q92499	740.0
224	1654	DDX3X	CAP-Rf, DBX, DDX14, DDX3, HLP2, MRX102, MRXSSB	DEAD-box helicase 3 X-linked	ATP-dependent RNA helicase DDX3X|DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked|DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked|DEAD box protein 3, X-chromosomal|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3|DEAD/H box-3|helicase-like protein 2	RNAP	300160	O00571	662.0
225	1660	DHX9	DDX9, LKP, NDH2, NDHII, RHA	DExH-box helicase 9	ATP-dependent RNA helicase A|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 9|DEAH (Asp-Glu-Ala-His) box helicase 9|DEAH (Asp-Glu-Ala-His) box polypeptide 9|DEAH box protein 9|DEAH-box helicase 9|RNA helicase A|leukophysin|nuclear DNA helicase II	RNAP	603115	Q08211	1270.0
226	1666	DECR1	DECR, NADPH, SDR18C1	2,4-dienoyl-CoA reductase 1	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial|2,4-dienoyl-CoA reductase 1, mitochondrial|2,4-dienoyl-CoA reductase, mitochondrial|4-enoyl-CoA reductase|short chain dehydrogenase/reductase family 18C member 1	RNAP	222745	Q16698	335.0
227	1670	DEFA5	DEF5, HD-5	defensin alpha 5	defensin alpha 5|HD5(20-94)|defensin, alpha 5, Paneth cell-specific|defensin, alpha 5, preproprotein|defensin-5	RNAP	600472	Q01523	94.0
228	1725	DHPS	DHS, DS, MIG13, NEDSSWI	deoxyhypusine synthase	deoxyhypusine synthase|migration-inducing gene 13	RNAP	600944	P49366	369.0
229	1734	DIO2	5DII, D2, DIOII, SELENOY, SelY, TXDI2	iodothyronine deiodinase 2	type II iodothyronine deiodinase|deiodinase, iodothyronine type II|deiodinase-2|deiodonase-2|selenoprotein Y|thyroxine deiodinase, type II|type 2 DI|type 2 iodothyronine deiodinase|type-II 5'-deiodinase|type-II 5'deiodinase	RNAP	601413	Q92813	273.0
230	1735	DIO3	5DIII, D3, DIOIII, TXDI3	iodothyronine deiodinase 3	thyroxine 5-deiodinase|deiodinase, iodothyronine type III|iodothyronine deiodinase, placental type|selenoprotein DIO3|thyroxine deiodinase type III (selenoprotein)|type 3 DI|type 3 iodothyronine selenodeiodinase|type-III 5' deiodinase	RNAP	601038	P55073	304.0
231	1761	DMRT1	CT154, DMT1	doublesex and mab-3 related transcription factor 1	doublesex- and mab-3-related transcription factor 1|DM domain expressed in testis 1|DM domain expressed in testis protein 1	RNAP	602424	Q9Y5R6	373.0
232	1778	DYNC1H1	CDCBM13, CMT2O, DHC1, DHC1a, DNCH1, DNCL, DNECL, DYHC, Dnchc1, HL-3, SMALED1, p22	dynein cytoplasmic 1 heavy chain 1	cytoplasmic dynein 1 heavy chain 1|dynein heavy chain, cytosolic|dynein, cytoplasmic, heavy polypeptide 1	RNAP	600112	Q14204	4646.0
233	1803	DPP4	ADABP, ADCP2, CD26, DPPIV, TP103	dipeptidyl peptidase 4	dipeptidyl peptidase 4|ADCP-2|DPP IV|Gly-Pro naphthylamidase|Post-proline dipeptidyl aminopeptidase IV|T-cell activation antigen CD26|Xaa-Pro-dipeptidylaminopeptidase|adenosine deaminase complexing protein 2|dipeptidyl peptidase IV|dipeptidylpeptidase 4|dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)	RNAP	102720	P27487	766.0
234	1813	DRD2	D2DR, D2R	dopamine receptor D2	D(2) dopamine receptor|dopamine D2 receptor|seven transmembrane helix receptor	RNAP	126450	P14416	443.0
235	1826	DSCAM	CHD2, CHD2-42, CHD2-52	DS cell adhesion molecule	cell adhesion molecule DSCAM|Down syndrome cell adhesion molecule	RNAP	602523	O60469	2012.0
236	1880	GPR183	EBI2, hEBI2	G protein-coupled receptor 183	G-protein coupled receptor 183|EBV-induced G-protein coupled receptor 2|Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)|epstein-Barr virus-induced G-protein coupled receptor 2	RNAP	605741	P32249	361.0
237	1893	ECM1	URBWD	extracellular matrix protein 1	extracellular matrix protein 1|secretory component p85|testicular tissue protein Li 61	RNAP	602201	Q16610	540.0
238	1906	EDN1	ARCND3, ET1, HDLCQ7, PPET1, QME	endothelin 1	endothelin-1|preproendothelin-1	RNAP	131240	P05305	212.0
239	1907	EDN2	ET-2, ET2, PPET2	endothelin 2	endothelin-2|preproendothelin 2	RNAP	131241	P20800	178.0
240	1908	EDN3	ET-3, ET3, HSCR4, PPET3, WS4B	endothelin 3	endothelin-3|preproendothelin-3	RNAP	131242	P14138	238.0
241	1910	EDNRB	ABCDS, ET-B, ET-BR, ETB, ETB1, ETBR, ETRB, HSCR, HSCR2, WS4A	endothelin receptor type B	endothelin receptor type B|Hirschsprung disease 2|endothelin receptor non-selective type|endothelin receptor subtype B1	RNAP	131244	P24530	442.0
242	1946	EFNA5	AF1, EFL5, EPLG7, GLC1M, LERK7, RAGS	ephrin A5	ephrin-A5|AL-1|LERK-7|eph-related receptor tyrosine kinase ligand 7	RNAP	601535	P52803	228.0
243	1947	EFNB1	CFND, CFNS, EFB1, EFL3, EPLG2, Elk-L, LERK2	ephrin B1	ephrin-B1|ELK ligand|eph-related receptor tyrosine kinase ligand 2	RNAP	300035	P98172	346.0
244	1948	EFNB2	EPLG5, HTKL, Htk-L, LERK5, ephrin-B2	ephrin B2	ephrin-B2|HTK ligand|eph-related receptor tyrosine kinase ligand 5|ligand of eph-related kinase 5	RNAP	600527	P52799	333.0
245	1949	EFNB3	EFL6, EPLG8, LERK8	ephrin B3	ephrin-B3|EPH-related receptor transmembrane ligand ELK-L3|eph-related receptor tyrosine kinase ligand 8	RNAP	602297	Q15768	340.0
246	1950	EGF	HOMG4, URG	epidermal growth factor	pro-epidermal growth factor|beta-urogastrone	RNAP	131530	P01133	1207.0
247	1954	MEGF8	C19orf49, CRPT2, EGFL4, SBP1	multiple EGF like domains 8	multiple epidermal growth factor-like domains protein 8|EGF-like domain-containing protein 4|EGF-like-domain, multiple 4|HBV pre-S2-binding protein 1|HBV pre-s2 binding protein 1|epidermal growth factor-like protein 4|hepatitis B virus pre-S2-binding protein 1	RNAP	604267	Q7Z7M0	2845.0
248	1958	EGR1	AT225, G0S30, KROX-24, NGFI-A, TIS8, ZIF-268, ZNF225	early growth response 1	early growth response protein 1|EGR-1|nerve growth factor-induced protein A|transcription factor ETR103|transcription factor Zif268|zinc finger gene 225|zinc finger protein 225|zinc finger protein Krox-24	RNAP	128990	P18146	543.0
249	1959	EGR2	AT591, CMT1D, CMT4E, KROX20	early growth response 2	E3 SUMO-protein ligase EGR2|E3 SUMO-protein transferase ERG2|KROX-20, Drosophila, homolog (early growth response-2)|early growth response protein 2|zinc finger protein Krox-20	RNAP	129010	P11161	476.0
250	1960	EGR3	EGR-3, PILOT	early growth response 3	early growth response protein 3|zinc finger protein pilot	RNAP	602419	Q06889	387.0
251	1982	EIF4G2	AAG1, DAP5, NAT1, P97	eukaryotic translation initiation factor 4 gamma 2	eukaryotic translation initiation factor 4 gamma 2|DAP-5|aging-associated protein 1|death-associated protein 5|eIF-4-gamma 2|eIF-4G 2|eIF4G 2|eukaryotic translation initiation factor 4G-like 1	RNAP	602325	P78344	907.0
252	1990	CELA1	ELA1	chymotrypsin like elastase 1	chymotrypsin-like elastase family member 1|chymotrypsin like elastase family member 1|elastase 1, pancreatic|elastase-1|pancreatic elastase 1	RNAP	130120	Q9UNI1	258.0
253	1991	ELANE	ELA2, GE, HLE, HNE, NE, PMN-E, SCN1	elastase, neutrophil expressed	neutrophil elastase|PMN elastase|bone marrow serine protease|elastase 2, neutrophil|elastase-2|granulocyte-derived elastase|leukocyte elastase|medullasin|polymorphonuclear elastase|polymorphonuclear leukocyte elastase	RNAP	130130	P08246	267.0
254	2013	EMP2	XMP	epithelial membrane protein 2	epithelial membrane protein 2	RNAP	602334	P54851	167.0
255	2017	CTTN	EMS1	cortactin	src substrate cortactin|1110020L01Rik|amplaxin|ems1 sequence (mammary tumor and squamous cell carcinoma-associated (p80/85 src substrate)|epididymis secretory sperm binding protein|oncogene EMS1	RNAP	164765	Q14247	550.0
256	2022	ENG	END, HHT1, ORW1	endoglin	endoglin|CD105 antigen|soluble endoglin	RNAP	131195	P17813	658.0
257	2023	ENO1	ENO1-IT1L1, HEL-S-17, MPB1, NNE, PPH, ENO1	enolase 1	alpha-enolase|c-myc promoter-binding protein-1|2-phospho-D-glycerate hydro-lyase|ENO1 intronic transcript 1|ENO1 intronic transcript 1 (non-protein coding)|MYC promoter-binding protein 1|alpha enolase like 1|enolase 1, (alpha)|enolase-alpha|epididymis secretory protein Li 17|non-neural enolase|phosphopyruvate hydratase|plasminogen-binding protein|tau-crystallin	RNAP	172430	P06733	434.0
258	2034	EPAS1	ECYT4, HIF2A, HLF, MOP2, PASD2, bHLHe73	endothelial PAS domain protein 1	endothelial PAS domain-containing protein 1|EPAS-1|HIF-1-alpha-like factor|HIF-1alpha-like factor|HIF-2-alpha|HIF2-alpha|PAS domain-containing protein 2|basic-helix-loop-helix-PAS protein MOP2|class E basic helix-loop-helix protein 73|hypoxia-inducible factor 2 alpha|member of PAS protein 2	RNAP	603349	Q99814	870.0
259	2039	DMTN	DMT, EPB49	dematin actin binding protein	dematin|erythrocyte membrane protein band 4.9 (dematin)	RNAP	125305	Q08495	405.0
260	2041	EPHA1	EPH, EPHT, EPHT1	EPH receptor A1	ephrin type-A receptor 1|eph tyrosine kinase 1|erythropoietin-producing hepatoma amplified sequence|erythropoietin-producing hepatoma receptor|hEpha1|oncogene EPH|tyrosine-protein kinase receptor EPH	RNAP	179610	P21709	976.0
261	2043	EPHA4	EK8, HEK8, SEK, TYRO1	EPH receptor A4	ephrin type-A receptor 4|EPH-like kinase 8|TYRO1 protein tyrosine kinase|receptor protein-tyrosine kinase HEK8|tyrosine-protein kinase TYRO1|tyrosine-protein kinase receptor SEK	RNAP	602188	P54764	986.0
262	2047	EPHB1	ELK, EPHT2, Hek6, NET	EPH receptor B1	ephrin type-B receptor 1|EK6|EPH-like kinase 6|eph tyrosine kinase 2|neuronally-expressed EPH-related tyrosine kinase|tyrosine-protein kinase receptor EPH-2	RNAP	600600	P54762	984.0
263	2048	EPHB2	BDPLT22, CAPB, DRT, EK5, EPHT3, ERK, Hek5, PCBC, Tyro5	EPH receptor B2	ephrin type-B receptor 2|EPH-like kinase 5|developmentally-regulated Eph-related tyrosine kinase|elk-related tyrosine kinase|eph tyrosine kinase 3|protein-tyrosine kinase HEK5|renal carcinoma antigen NY-REN-47|tyrosine-protein kinase TYRO5|tyrosine-protein kinase receptor EPH-3	RNAP	600997	P29323	1055.0
264	2049	EPHB3	EK2, ETK2, HEK2, TYRO6	EPH receptor B3	ephrin type-B receptor 3|EPH-like tyrosine kinase 2|embryonic kinase 2|human embryo kinase 2|tyrosine-protein kinase TYRO6	RNAP	601839	P54753	998.0
265	2056	EPO	DBAL, ECYT5, EP, MVCD2	erythropoietin	erythropoietin|epoetin	RNAP	133170	P01588	193.0
