	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
109	5965	RECQL	RECON1, RecQ1, RECQL	RecQ like helicase	ATP-dependent DNA helicase Q1|DNA helicase, RecQ-like type 1|DNA-dependent ATPase Q1|RecQ helicase-like|RecQ protein-like (DNA helicase Q1-like)|recQ protein-like 1	DSB	600537.0	P46063	649.0
110	5977	DPF2	CSS7, REQ, SMARCG2, UBID4, ubi-d4	double PHD fingers 2	zinc finger protein ubi-d4|BAF45D|BRG1-associated factor 45D|D4, zinc and double PHD fingers family 2|apoptosis response zinc finger protein|protein requiem|requiem, apoptosis response zinc finger	DSB	601671.0	Q92785	391.0
111	5980	REV3L	POLZ, REV3	REV3 like, DNA directed polymerase zeta catalytic subunit	DNA polymerase zeta catalytic subunit|REV3-like, polymerase (DNA directed), zeta, catalytic subunit|Rev-3, yeast, homolog-like (polymerase, DNA, zeta)	DSB	602776.0	O60673	3130.0
112	6117	RPA1	HSSB, MST075, PFBMFT6, REPA1, RF-A, RP-A, RPA70	replication protein A1	GG, TCR	NER, BER, DSB, MMR		P27694	616.0
113	6118	RPA2	REPA2, RP-A p32, RP-A p34, RPA32	replication protein A2	GG, TCR	NER, BER, DSB, MMR		P15927	270.0
114	6119	RPA3	REPA3, RP-A p14	replication protein A3	GG, TCR	NER, BER, DSB, MMR		P35244	121.0
115	6188	RPS3	S3, uS3	ribosomal protein S3	small ribosomal subunit protein uS3|40S ribosomal protein S3|IMR-90 ribosomal protein S3	BER	600454.0	P23396	243.0
116	6419	SETMAR	METNASE, Mar1	SET domain and mariner transposase fusion gene	histone-lysine N-methyltransferase SETMAR|SET domain and mariner transposase fusion gene-containing protein|SET domain and mariner transposase fusion protein	DSB	609834.0	Q53H47	684.0
117	6421	SFPQ	POMP100, PPP1R140, PSF	splicing factor proline and glutamine rich	splicing factor, proline- and glutamine-rich|100 kDa DNA-pairing protein|DNA-binding p52/p100 complex, 100 kDa subunit|PTB-associated splicing factor|epididymis secretory sperm binding protein|polypyrimidine tract binding protein associated|polypyrimidine tract-binding protein-associated splicing factor|protein phosphatase 1, regulatory subunit 140|splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)|splicing factor proline/glutamine-rich	DSB	605199.0	P23246	707.0
118	6595	SMARCA2	BAF190, BIS, BRM, NCBRS, SNF2, SNF2L2, SNF2LA, SWI2, Sth1p, hBRM, hSNF2a	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	probable global transcription activator SNF2L2|ATP-dependent helicase SMARCA2|BAF190B|BRG1-associated factor 190B|SNF2-alpha|SNF2/SWI2-like protein 2|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a2|brahma homolog|global transcription activator homologous sequence|protein brahma homolog|putative global transcription activator SNF2L2|sucrose nonfermenting 2-like protein 2	DSB	600014.0	P51531	1590.0
119	6597	SMARCA4	BAF190, BAF190A, BRG1, CSS4, MRD16, RTPS2, SNF2, SNF2-beta, SNF2L4, SNF2LB, SWI2, hSNF2b	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	transcription activator BRG1|ATP-dependent helicase SMARCA4|BRG1-associated factor 190A|BRM/SWI2-related gene 1|SNF2-like 4|brahma protein-like 1|global transcription activator homologous sequence|homeotic gene regulator|mitotic growth and transcription activator|nuclear protein GRB1|protein BRG-1|protein brahma homolog 1|sucrose nonfermenting-like 4	DSB	603254.0	P51532	1647.0
120	6598	SMARCB1	BAF47, CSS3, INI-1, INI1, MRD15, PPP1R144, RDT, RTPS1, SNF5, SNF5L1, SWNTS1, Sfh1p, Snr1, hSNFS	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1|BRG1-associated factor 47|SNF5 homolog|SWI/SNF-related matrix-associated protein|hSNF5|integrase interactor 1 protein|malignant rhabdoid tumor suppressor|protein phosphatase 1, regulatory subunit 144|sucrose nonfermenting, yeast, homolog-like 1	DSB	601607.0	Q12824	385.0
121	6599	SMARCC1	BAF155, CRACC1, HYC5, Rsc8, SRG3, SWI3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	SWI/SNF complex subunit SMARCC1|BRG1-associated factor 155|SWI/SNF complex 155 kDa subunit|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1|chromatin remodeling complex BAF155 subunit|mammalian chromatin remodeling complex BRG1-associated factor 155	DSB	601732.0	Q92922	1105.0
122	6601	SMARCC2	BAF170, CRACC2, CSS8, Rsc8	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2	SWI/SNF complex subunit SMARCC2|SWI/SNF complex 170 kDa subunit|SWI3-like protein|chromatin remodeling complex BAF170 subunit|mammalian chromatin remodeling complex BRG1-associated factor 170	DSB	601734.0	Q8TAQ2	1214.0
123	6602	SMARCD1	BAF60A, CRACD1, CSS11, Rsc6p	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1|60 kDa BRG-1/Brm-associated factor subunit A|BRG1-associated factor 60A|SWI/SNF complex 60 kDa subunit A|Swp73-like protein|chromatin remodeling complex BAF60A subunit|mammalian chromatin remodeling complex BRG1-associated factor 60A	DSB	601735.0	Q96GM5	515.0
124	6603	SMARCD2	BAF60B, CRACD2, PRO2451, Rsc6p, SGD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2|60 kDa BRG-1/Brm-associated factor subunit B|BRG1-associated factor 60B|SWI/SNF complex 60 kDa subunit B|Swp73-like protein|chromatin remodeling complex BAF60B subunit|mammalian chromatin remodeling complex BRG1-associated factor 60B	DSB	601736.0	Q92925	531.0
125	6604	SMARCD3	BAF60C, CRACD3, Rsc6p	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3|60 kDa BRG-1/Brm-associated factor subunit C|BRG1-associated factor 60C|SWI/SNF complex 60 kDa subunit C|Swp73-like protein|chromatin remodeling complex BAF60C subunit|mammalian chromatin remodeling complex BRG1-associated factor 60C	DSB	601737.0	Q6STE5	483.0
126	6605	SMARCE1	BAF57, CSS5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1|BRG1-associated factor 57|SWI/SNF-related matrix-associated actin-dependent regulator of chromatin e1|chromatin remodeling complex BRG1-associated factor 57	DSB	603111.0	Q969G3	411.0
127	6944	VPS72	CFL1, Swc2, TCFL1, YL-1, YL1	vacuolar protein sorting 72 homolog	vacuolar protein sorting-associated protein 72 homolog|transcription factor-like 1|transformation suppressor gene YL-1	DSB	600607.0	Q15906	364.0
128	6996	TDG	hTDG	thymine DNA glycosylase	G/T mismatch-specific thymine DNA glycosylase	BER	601423.0	Q13569	410.0
129	7155	TOP2B	BILU, TOPIIB, top2beta	DNA topoisomerase II beta	DNA topoisomerase 2-beta|DNA topoisomerase II, 180 kD|DNA topoisomerase II, beta isozyme|U937 associated antigen|antigen MLAA-44|topo II beta|topoisomerase (DNA) II beta 180kDa|topoisomerase II beta|topoisomerase IIb	DSB	126431.0	Q02880	1626.0
130	7156	TOP3A	MGRISCE2, PEOB5, TOP3, ZGRF7	DNA topoisomerase III alpha	DNA topoisomerase 3-alpha|topo III-alpha|topoisomerase (DNA) III alpha|zinc finger, GRF-type containing 7	DSB	601243.0	Q13472	1001.0
131	7157	TP53	BCC7, BMFS5, LFS1, P53, TRP53	tumor protein p53	cellular tumor antigen p53|antigen NY-CO-13|mutant tumor protein 53|phosphoprotein p53|transformation-related protein 53|tumor protein 53|tumor supressor p53	DSB	191170.0	P04637	393.0
132	7158	TP53BP1	53BP1, TDRD30, p202, p53BP1	tumor protein p53 binding protein 1	TP53-binding protein 1|p53-binding protein 1|tumor protein 53-binding protein, 1|tumor suppressor p53-binding protein 1	DSB	605230.0	Q12888	1972.0
133	7161	TP73	CILD47, P73	tumor protein p73	tumor protein p73|p53-like transcription factor|p53-related protein	MMR	601990.0	O15350	636.0
134	7291	TWIST1	ACS3, BPES2, BPES3, CRS, CRS1, CSO, SCS, SWCOS, TWIST, bHLHa38	twist family bHLH transcription factor 1	twist-related protein 1|B-HLH DNA binding protein|H-twist|TWIST homolog of drosophila|class A basic helix-loop-helix protein 38|twist basic helix-loop-helix transcription factor 1|twist homolog 1	DSB	601622.0	Q15672	202.0
135	7334	UBE2N	HEL-S-71, UBC13, UBCHBEN, UBCHBEN; UBC13, UbcH-ben, UbcH13	ubiquitin conjugating enzyme E2 N	ubiquitin-conjugating enzyme E2 N|E2 ubiquitin-conjugating enzyme N|bendless-like ubiquitin conjugating enzyme|epididymis secretory protein Li 71|ubiquitin carrier protein N|ubiquitin conjugating enzyme E2N|ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)|ubiquitin-conjugating enzyme E2N (homologous to yeast UBC13)|ubiquitin-protein ligase N|yeast UBC13 homolog	DSB	603679.0	P61088	152.0
136	7336	UBE2V2	DDVIT1, DDVit-1, EDAF-1, EDPF-1, EDPF1, MMS2, UEV-2, UEV2	ubiquitin conjugating enzyme E2 V2	ubiquitin-conjugating enzyme E2 variant 2|1 alpha,25-dihydroxyvitamin D3-inducible|DDVit 1|MMS2 homolog|enterocyte differentiation promoting factor|enterocyte differentiation-associated factor 1|enterocyte differentiation-associated factor EDAF-1|enterocyte differentiation-promoting factor 1|methyl methanesulfonate sensitive 2, S. cerevisiae, homolog of|vitamin D3-inducible protein	DSB	603001.0	Q15819	145.0
137	7374	UNG	DGU, HIGM4, HIGM5, UDG1, UNG15, UNG2, UNG	uracil DNA glycosylase	uracil-DNA glycosylase|uracil-DNA glycosylase 1, uracil-DNA glycosylase 2	BER	191525.0	P13051	313.0
138	7405	UVRAG	DHTX, VPS38, p63	UV radiation resistance associated	UV radiation resistance-associated gene protein|beclin 1 binding protein|disrupted in heterotaxy	DSB	602493.0	Q9P2Y5	699.0
139	7415	VCP	CDC48, FTDALS6, TERA, p97	valosin containing protein	transitional endoplasmic reticulum ATPase|15S Mg(2+)-ATPase p97 subunit|TER ATPase	DSB, CLR	601023.0	P55072	806.0
140	7454	WAS	IMD2, SCNX, THC, THC1P, WASPA, WAS	WASP actin nucleation promoting factor	actin nucleation-promoting factor WAS|eczema-thrombocytopenia|thrombocytopenia 1 (X-linked)|wiskott-Aldrich syndrome protein	DSB	300392.0	P42768	502.0
141	7468	NSD2	KMT3F, KMT3G, MMSET, RAUST, REIIBP, TRX5, WHS, WHSC1	nuclear receptor binding SET domain protein 2	histone-lysine N-methyltransferase NSD2|IL5 promoter REII region-binding protein|Wolf-Hirschhorn syndrome candidate 1|multiple myeloma SET domain containing protein type III|nuclear SET domain-containing protein 2|probable histone-lysine N-methyltransferase NSD2|trithorax/ash1-related protein 5	DSB	602952.0	O96028	1365.0
142	7486	WRN	RECQ3, RECQL2, RECQL3	WRN RecQ like helicase	bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN|DNA helicase, RecQ-like type 3|Werner syndrome ATP-dependent helicase|Werner syndrome RecQ like helicase|Werner syndrome protein|Werner syndrome, RecQ helicase-like|exonuclease WRN|recQ protein-like 2	BER, DSB	604611.0	Q14191	1432.0
143	7507	XPA	XP1; XPAC	DNA damage recognition and repair factor	GG, TCR	NER, BER, CLR		P23025	273.0
144	7508	XPC	RAD4, XP3, XPCC, p125	XPC complex subunit, DNA damage recognition and repair factor	GG	NER, MMR		Q01831	940.0
145	7515	XRCC1	RCC, SCAR26	X-ray repair cross complementing 1	DNA repair protein XRCC1|X-ray repair complementing defective repair in Chinese hamster cells 1|X-ray repair cross-complementing protein 1	BER, DSB	194360.0	P18887	633.0
146	7516	XRCC2	FANCU, POF17, SPGF50	X-ray repair cross complementing 2	DNA repair protein XRCC2|X-ray repair complementing defective repair in Chinese hamster cells 2|X-ray repair cross-complementing protein 2|epididymis secretory sperm binding protein	DSB	600375.0	O43543	280.0
147	7517	XRCC3	CMM6	X-ray repair cross complementing 3	DNA repair protein XRCC3|X-ray repair complementing defective repair in Chinese hamster cells 3|X-ray repair cross-complementing protein 3	DSB, CLR	600675.0	O43542	346.0
148	7518	XRCC4	SSMED, hXRCC4	X-ray repair cross complementing 4	DNA repair protein XRCC4|X-ray repair complementing defective repair in Chinese hamster cells 4	DSB	194363.0	Q13426	336.0
149	7520	XRCC5	KARP-1, KARP1, KU80, KUB2, Ku86, NFIV	X-ray repair cross complementing 5	X-ray repair cross-complementing protein 5|86 kDa subunit of Ku antigen|ATP-dependent DNA helicase 2 subunit 2|ATP-dependent DNA helicase II 80 kDa subunit|CTC box-binding factor 85 kDa subunit|CTC85|CTCBF|DNA repair protein XRCC5|Ku autoantigen, 80kDa|Ku86 autoantigen related protein 1|TLAA|X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)|lupus Ku autoantigen protein p86|nuclear factor IV|thyroid-lupus autoantigen	DSB	194364.0	P13010	732.0
150	7528	YY1	DELTA, GADEVS, INO80S, NF-E1, UCRBP, YIN-YANG-1	YY1 transcription factor	transcriptional repressor protein YY1|INO80 complex subunit S|YY-1|Yin and Yang 1 protein|delta transcription factor	DSB	600013.0	P25490	414.0
151	7874	USP7	C16DELp13.2, DEL16P13.2, HAFOUS, HAUSP, TEF1	Ubiquitin specific peptidase 7	TCR	NER		Q93009	1102.0
152	7913	DEK	D6S231E	DEK proto-oncogene	protein DEK|DEK oncogene (DNA binding)	DSB	125264.0	P35659	375.0
153	8089	YEATS4	4930573H17Rik, B230215M10Rik, GAS41, NUBI-1, YAF9	YEATS domain containing 4	YEATS domain-containing protein 4|NuMA binding protein 1|glioma-amplified sequence 41|nuBI1	DSB	602116.0	O95619	227.0
154	8091	HMGA2	BABL, HMGI-C, HMGIC, LIPO, SRS5, STQTL9	high mobility group AT-hook 2	high mobility group protein HMGI-C|HMGA2/KRT121P fusion	BER, DSB	600698.0	P52926	109.0
155	8110	DPF3	BAF45C, CERD4, SMARCG3	double PHD fingers 3	zinc finger protein DPF3|BRG1-associated factor 45C|D4, zinc and double PHD fingers, family 3|zinc finger protein cer-d4	DSB	601672.0	Q92784	378.0
156	8193	DPF1	BAF45b, NEUD4, SMARCG1, neuro-d4	double PHD fingers 1	zinc finger protein neuro-d4|BRG1-associated factor 45B|D4, zinc and double PHD fingers family 1|neuro-d4 homolog	DSB	601670.0	Q92782	387.0
157	8289	ARID1A	B120, BAF250, BAF250a, BM029, C1orf4, CSS2, ELD, MRD14, OSA1, P270, SMARCF1, hELD, hOSA1	AT-rich interaction domain 1A	AT-rich interactive domain-containing protein 1A|ARID domain-containing protein 1A|AT rich interactive domain 1A (SWI-like)|BRG1-associated factor 250a|OSA1 nuclear protein|SWI-like protein|SWI/SNF complex protein p270|SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1|brain protein 120|chromatin remodeling factor p250|osa homolog 1	DSB	603024.0	O14497	2285.0
158	8295	TRRAP	DEDDFA, DFNA75, PAF350/400, PAF400, STAF40, TR-AP, Tra1	transformation/transcription domain associated protein	transformation/transcription domain-associated protein|350/400 kDa PCAF-associated factor|tra1 homolog	DSB	603015.0	Q9Y4A5	3859.0
159	8313	AXIN2	AXIL, ODCRCS	axin 2	axin-2|axin-like protein|axis inhibition protein 2|conductin	MMR	604025.0	Q9Y2T1	843.0
160	8317	CDC7	CDC7L1, HsCDC7, Hsk1, huCDC7	cell division cycle 7	cell division cycle 7-related protein kinase|CDC7 (cell division cycle 7, S. cerevisiae, homolog)-like 1|CDC7-related kinase|cell division cycle 7 homolog|cell division cycle 7-like protein 1|epididymis secretory sperm binding protein	DSB	603311.0	O00311	574.0
161	8318	CDC45	CDC45LL2, MGORS7, PORC-PI-1, CDC45	cell division cycle 45	cell division control protein 45 homolog|CDC45 cell division cycle 45 homolog|CDC45 cell division cycle 45-like|CDC45-related protein|cell division cycle 45 homolog|cell division cycle 45-like 2|human CDC45	DSB	603465.0	O75419	566.0
162	8438	RAD54L	HR54, RAD54A, hHR54, hRAD54	RAD54 like	DNA repair and recombination protein RAD54-like|RAD54 homolog	DSB	603615.0	Q92698	747.0
163	8451	CUL4A	-	cullin 4A	GG, TCR	NER		Q13619	759.0
164	8505	PARG	PARG99	poly(ADP-ribose) glycohydrolase	poly(ADP-ribose) glycohydrolase|mitochondrial poly(ADP-ribose) glycohydrolase	BER	603501.0	Q86W56	976.0
165	8607	RUVBL1	ECP-54, ECP54, INO80H, NMP 238, NMP238, PONTIN, Pontin52, RVB1, TIH1, TIP49, TIP49A	RuvB like AAA ATPase 1	ruvB-like 1|49 kDa TATA box-binding protein-interacting protein|49 kDa TBP-interacting protein|54 kDa erythrocyte cytosolic protein|INO80 complex subunit H|RuvB (E coli homolog)-like 1|RuvB-like AAA ATPase|TAP54-alpha|TATA binding protein interacting protein 49 kDa|TIP60-associated protein 54-alpha|epididymis secretory sperm binding protein|nuclear matrix protein 238|pontin 52	DSB	603449.0	Q9Y265	456.0
166	8914	TIMELESS	FASPS4, TIM, TIM1, hTIM	timeless circadian regulator	protein timeless homolog|Tof1 homolog|timeless circadian clock 1|timeless homolog	DSB	603887.0	Q9UNS1	1208.0
167	8930	MBD4	MED1, TPDS2, UVM1	methyl-CpG binding domain 4, DNA glycosylase	methyl-CpG-binding domain protein 4|3,N(4)-ethenocytosine glycosylase|G/5-fluorouracil mismatch glycosylase with biphasic kinetics|G/T mismatch glycosylase|G/U mismatch glycosylase|methyl-CpG binding domain protein 4|methyl-CpG-binding endonuclease 1|methyl-CpG-binding protein MBD4|mismatch-specific DNA N-glycosylase|putative methyl-CpG binding protein	BER	603574.0	O95243	580.0
168	9025	RNF8	hRNF8	ring finger protein 8	E3 ubiquitin-protein ligase RNF8|C3HC4-type zinc finger protein|RING-type E3 ubiquitin transferase RNF8|UBC13/UEV-interacting ring finger protein|ring finger protein (C3HC4 type) 8|ring finger protein 8, E3 ubiquitin protein ligase	DSB, CLR	611685.0	O76064	485.0
169	9112	MTA1		metastasis associated 1	metastasis-associated protein MTA1|metastasis associated gene 1 protein	DSB	603526.0	Q13330	715.0
170	9156	EXO1	HEX1, hExoI	exonuclease 1	exonuclease 1|rad2 nuclease family member, homolog of S. cerevisiae exonuclease 1	MMR	606063.0	Q9UQ84	846.0
171	9274	BCL7C	SMARCJ3	BAF chromatin remodeling complex subunit BCL7C	B-cell CLL/lymphoma 7 protein family member C|B-cell CLL/lymphoma 7C|BCL tumor suppressor 7C|BCL7C, BAF complex component	DSB	605847.0	Q8WUZ0	217.0
172	9275	BCL7B	SMARCJ2	BAF chromatin remodeling complex subunit BCL7B	B-cell CLL/lymphoma 7 protein family member B|B-cell CLL/lymphoma 7B|BCL tumor suppressor 7B|BCL7B, BAF complex component	DSB	605846.0	Q9BQE9	202.0
173	9319	TRIP13	16E1BP, MVA3, OOMD9, OZEMA9	thyroid hormone receptor interactor 13	pachytene checkpoint protein 2 homolog|16E1-BP|HPV16 E1 protein binding protein|SH3TC1/TRIP13 fusion|TR-interacting protein 13|TRIP-13|human papillomavirus type 16 E1 protein-binding protein|thyroid receptor-interacting protein 13	DSB	604507.0	Q15645	432.0
174	9400	RECQL5	RECQ5	RecQ like helicase 5	ATP-dependent DNA helicase Q5|DNA helicase, RecQ-like type 5|RecQ helicase-like 5|RecQ protein-like 5	DSB	603781.0	O94762	991.0
175	9401	RECQL4	RECQ4	RecQ like helicase 4	ATP-dependent DNA helicase Q4|DNA helicase, RecQ-like, type 4|RecQ helicase-like 4|RecQ protein-like 4	DSB	603780.0	O94761	1208.0
176	9577	BABAM2	BRCC4, BRCC45, BRE	BRISC and BRCA1 A complex member 2	BRISC and BRCA1-A complex member 2|BRCA1-A complex subunit BRE|BRCA1/BRCA2-containing complex subunit 45|BRCA1/BRCA2-containing complex, subunit 4|brain and reproductive organ-expressed (TNFRSF1A modulator)|brain and reproductive organ-expressed protein	DSB	610497.0	Q9NXR7	383.0
177	9643	MORF4L2	MORFL2, MRGX	mortality factor 4 like 2	mortality factor 4-like protein 2|MORF-related gene X protein|MSL3-2 protein|protein MSL3-2|transcription factor-like protein MRGX	DSB	300409.0	Q15014	288.0
178	9665	MARF1	KIAA0430, LKAP, LMKB, PPP1R34	meiosis regulator and mRNA stability factor 1	meiosis regulator and mRNA stability factor 1|limkain-b1|meiosis arrest female 1|meiosis arrest female protein 1|protein phosphatase 1, regulatory subunit 34	DSB	614593.0	Q9Y4F3	1742.0
179	9907	AP5Z1	KIAA0415, SPG48, zeta	adaptor related protein complex 5 subunit zeta 1	AP-5 complex subunit zeta-1|adapter-related protein complex 5 zeta subunit|adaptor related protein complex 5 zeta 1 subunit|adaptor-related protein complex 5 zeta subunit|zeta5	DSB	613653.0	O43299	807.0
180	9937	DCLRE1A	PSO2, SNM1, SNM1A	DNA cross-link repair 1A	DNA cross-link repair 1A protein|DNA-crosslink repair gene SNM1|SNM1 homolog A|beta-lactamase DCLRE1A	DSB, CLR	609682.0	Q6PJP8	1040.0
181	9978	RBX1	BA554C12.1, RNF75, ROC1	ring-box 1	GG, TCR	NER		P62877	108.0
182	9985	REC8	HR21spBL1, Rec8p, REC8	REC8 meiotic recombination protein	meiotic recombination protein REC8 homolog|REC8 homolog|REC8-like 1|cohesin Rec8p|cohesion rec8p|human homolog of rad21, S. pombe|kleisin-alpha|meiotic recombination and sister chromatid cohesion phosphoprotein of the rad21p family|meiotic recombination protein REC8-like 1|recombination and sister chromatid cohesion protein homolog	DSB	608193.0	O95072	547.0
183	10038	PARP2	ADPRT2, ADPRTL2, ADPRTL3, ARTD2, PARP-2, pADPRT-2	poly(ADP-ribose) polymerase 2	poly [ADP-ribose] polymerase 2|ADP-ribosyltransferase (NAD+; poly(ADP-ribose) polymerase)-like 2|ADP-ribosyltransferase diphtheria toxin-like 2|ADPRT-2|DNA ADP-ribosyltransferase PARP2|NAD(+) ADP-ribosyltransferase 2|hPARP-2|poly (ADP-ribose) polymerase family, member 2|poly (ADP-ribosyl) transferase-like 2|poly[ADP-ribose] synthase 2|poly[ADP-ribose] synthetase 2|protein poly-ADP-ribosyltransferase PARP2	BER, DSB	607725.0	Q9UGN5	583.0
184	10039	PARP3	ADPRT3, ADPRTL2, ADPRTL3, ARTD3, IRT1, PADPRT-3	poly(ADP-ribose) polymerase family member 3	protein mono-ADP-ribosyltransferase PARP3|ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)-like 2|ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)-like 3|ADP-ribosyltransferase diphtheria toxin-like 3|ADPRT-3|DNA ADP-ribosyltransferase PARP3|NAD(+) ADP-ribosyltransferase 3|NAD+ ADP-ribosyltransferase 3|poly [ADP-ribose] polymerase 3|poly(ADP-ribose) synthetase-3|poly[ADP-ribose] synthase 3|poly[ADP-ribose] synthetase 3	DSB	607726.0	Q9Y6F1	533.0
185	10075	HUWE1	ARF-BP1, HECTH9, HSPC272, Ib772, LASU1, MRXST, MULE, URE-B1, UREB1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase HUWE1|ARF-binding protein 1|BJ-HCC-24 tumor antigen|HECT domain protein LASU1|HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase|HECT-type E3 ubiquitin transferase HUWE1|Mcl-1 ubiquitin ligase E3|URE-binding protein 1|homologous to E6AP carboxyl terminus homologous protein 9|large structure of UREB1|upstream regulatory element-binding protein 1	BER	300697.0	Q7Z6Z7	4374.0
186	10097	ACTR2	ARP2	actin related protein 2	actin-related protein 2|ARP2 actin related protein 2 homolog|actin-like protein 2	DSB	604221.0	P61160	394.0
187	10111	RAD50	NBSLD2, hRad50, RAD50	RAD50 double strand break repair protein	DNA repair protein RAD50|RAD50 homolog, double strand break repair protein	DSB	604040.0	Q92878	1312.0
188	10213	PSMD14	PAD1, POH1, RPN11	proteasome 26S subunit, non-ATPase 14	26S proteasome non-ATPase regulatory subunit 14|26S proteasome regulatory subunit rpn11|26S proteasome-associated PAD1 homolog 1|proteasome (prosome, macropain) 26S subunit, non-ATPase, 14|testis tissue sperm-binding protein Li 69n	DSB	607173.0	O00487	310.0
189	10459	MAD2L2	FANCV, MAD2B, POLZ2, REV7	mitotic arrest deficient 2 like 2	mitotic spindle assembly checkpoint protein MAD2B|MAD2 (mitotic arrest deficient, yeast, homolog)-like 2|MAD2 mitotic arrest deficient-like 2|MAD2-like protein 2|REV7 homolog|hREV7|mitotic arrest deficient 2-like protein 2|mitotic arrest deficient homolog-like 2|polymerase (DNA-directed), zeta 2, accessory subunit	DSB	604094.0	Q9UI95	211.0
190	10519	CIB1	CIB, CIBP, KIP1, PRKDCIP, SIP2-28	calcium and integrin binding 1	calcium and integrin-binding protein 1|DNA-PK interaction protein|DNA-PKcs-interacting protein|DNA-dependent protein kinase interacting protein|SNK-interacting protein 2-28|calcium and integrin binding 1 (calmyrin)|testicular secretory protein Li 9	DSB	602293.0	Q99828	191.0
191	10524	KAT5	ESA1, HTATIP, HTATIP1, NEDFASB, PLIP, TIP, TIP60, ZC2HC5, cPLA2	lysine acetyltransferase 5	histone acetyltransferase KAT5|60 kDa Tat-interactive protein|HIV-1 Tat interactive protein, 60kDa|K(lysine) acetyltransferase 5|K-acetyltransferase 5|Tat interacting protein, 60kDa|cPLA(2)-interacting protein|cPLA2 interacting protein|histone acetyltransferase HTATIP|protein 2-hydroxyisobutyryltransferase KAT5|protein acetyltransferase KAT5|protein crotonyltransferase KAT5	DSB	601409.0	Q92993	513.0
192	10535	RNASEH2A	AGS4, JUNB, RNASEHI, RNHIA, RNHL, THSD8	ribonuclease H2 subunit A	ribonuclease H2 subunit A|RNase H(35)|RNase H2 subunit A|RNase HI large subunit|aicardi-Goutieres syndrome 4 protein|ribonuclease H2, large subunit|ribonuclease HI large subunit|ribonuclease HI subunit A	MMR	606034.0	O75792	299.0
193	10635	RAD51AP1	PIR51	RAD51 associated protein 1	RAD51-associated protein 1|RAD51-interacting protein|hsRAD51AP1	DSB, CLR	603070.0	Q96B01	352.0
194	10714	POLD3	P66, P68, PPP1R128	DNA polymerase delta 3, accessory subunit	GG, TCR	NER, MMR		Q15054	466.0
195	10721	POLQ	PRO0327	DNA polymerase theta	DNA polymerase theta|epididymis secretory sperm binding protein|polymerase (DNA directed), theta|polymerase (DNA) theta	BER, DSB	604419.0	O75417	2590.0
196	10856	RUVBL2	CGI-46, ECP-51, ECP51, INO80J, REPTIN, RVB2, TAP54-beta, TIH2, TIP48, TIP49B	RuvB like AAA ATPase 2	ruvB-like 2|48 kDa TATA box-binding protein-interacting protein|48 kDa TBP-interacting protein|51 kDa erythrocyte cytosolic protein|INO80 complex subunit J|RuvB (E coli homolog)-like 2|TIP60-associated protein 54-beta|erythrocyte cytosolic protein, 51-KD|repressing pontin 52|reptin52 protein	DSB	604788.0	Q9Y230	463.0
197	10902	BRD8	SMAP, SMAP2, p120	bromodomain containing 8	bromodomain-containing protein 8|skeletal muscle abundant protein 2|thyroid hormone receptor coactivating protein of 120 kDa|trCP120	DSB	602848.0	Q9H0E9	1235.0
198	10933	MORF4L1	Eaf3, FWP006, HsT17725, MEAF3, MORFRG15, MRG15, S863-6	mortality factor 4 like 1	mortality factor 4-like protein 1|Esa1p-associated factor 3 homolog|MORF-related gene 15 protein|MORF-related gene on chromosome 15|protein MSL3-1|transcription factor-like protein MRG15	DSB	607303.0	Q9UBU8	362.0
